Order ID,Order Date,Customer ID,Segment,City,State,Product ID,Sub-Category,Sales,Quantity,Discount,Profit
CA-2014-143917,7/25/2014,KL-16645,Consumer,San Francisco,California,OFF-SU-10000151,Supplies,8187.65,5,0,327.506
CA-2014-143917,7/25/2014,KL-16645,Consumer,San Francisco,California,FUR-FU-10004351,Furnishings,77.92,8,0,34.2848
CA-2015-120397,07-02-2015,RB-19435,Consumer,Houston,Texas,OFF-AP-10001293,Appliances,32.784,4,0.8,-85.2384
CA-2017-163902,03-02-2017,MY-17380,Corporate,Los Angeles,California,TEC-PH-10000675,Phones,196.776,3,0.2,14.7582
CA-2017-163902,03-02-2017,MY-17380,Corporate,Los Angeles,California,TEC-AC-10000580,Accessories,479.94,6,0,52.7934
CA-2016-136812,11/18/2016,AW-10930,Home Office,Oklahoma City,Oklahoma,OFF-ST-10003470,Storage,1117.92,4,0,55.896
CA-2015-102722,4/18/2015,KW-16570,Consumer,Monroe,Louisiana,TEC-AC-10003116,Accessories,106.5,6,0,41.535
CA-2017-155089,12-02-2017,DB-12910,Home Office,Tampa,Florida,OFF-BI-10002429,Binders,45.66,5,0.7,-33.484
CA-2016-124506,11-11-2016,BB-11545,Corporate,Chicago,Illinois,TEC-AC-10003280,Accessories,95.968,4,0.2,1.1996
CA-2016-124506,11-11-2016,BB-11545,Corporate,Chicago,Illinois,FUR-CH-10004540,Chairs,47.992,2,0.3,-2.0568
CA-2014-106572,09-05-2014,NP-18700,Consumer,Bowling Green,Ohio,OFF-ST-10000585,Storage,264.32,2,0.2,19.824
CA-2014-128888,11/15/2014,PB-19105,Consumer,Houston,Texas,OFF-EN-10003001,Envelopes,604.656,9,0.2,204.0714
CA-2017-123134,05-02-2017,DW-13585,Corporate,Westfield,New Jersey,FUR-FU-10003975,Furnishings,129.93,3,0,12.993
CA-2016-124352,10/15/2016,CD-12790,Home Office,Oklahoma City,Oklahoma,OFF-LA-10004559,Labels,20.16,7,0,9.8784
CA-2016-124352,10/15/2016,CD-12790,Home Office,Oklahoma City,Oklahoma,OFF-LA-10003223,Labels,29.46,6,0,14.4354
CA-2016-124352,10/15/2016,CD-12790,Home Office,Oklahoma City,Oklahoma,OFF-AP-10002651,Appliances,868.59,3,0,251.8911
CA-2016-124352,10/15/2016,CD-12790,Home Office,Oklahoma City,Oklahoma,OFF-PA-10003177,Paper,12.96,2,0,6.2208
CA-2016-124352,10/15/2016,CD-12790,Home Office,Oklahoma City,Oklahoma,TEC-PH-10003442,Phones,5.5,1,0,1.375
CA-2016-124352,10/15/2016,CD-12790,Home Office,Oklahoma City,Oklahoma,OFF-BI-10000977,Binders,121.6,4,0,55.936
CA-2015-124541,04-06-2015,TT-21220,Consumer,Houston,Texas,OFF-AR-10004078,Art,42.048,9,0.2,5.256
CA-2015-124541,04-06-2015,TT-21220,Consumer,Houston,Texas,TEC-AC-10002550,Accessories,25.488,2,0.2,4.4604
CA-2015-124541,04-06-2015,TT-21220,Consumer,Houston,Texas,OFF-BI-10004965,Binders,6.9,3,0.8,-12.075
CA-2015-124541,04-06-2015,TT-21220,Consumer,Houston,Texas,OFF-BI-10004209,Binders,9.648,6,0.8,-16.884
CA-2015-124541,04-06-2015,TT-21220,Consumer,Houston,Texas,OFF-PA-10001526,Paper,7.968,2,0.2,2.8884
CA-2014-108707,10/24/2014,DB-12910,Home Office,Fort Lauderdale,Florida,OFF-PA-10000788,Paper,10.368,2,0.2,3.6288
CA-2014-111500,8/17/2014,DJ-13510,Corporate,Little Rock,Arkansas,OFF-PA-10000595,Paper,114.2,5,0,52.532
CA-2014-111500,8/17/2014,DJ-13510,Corporate,Little Rock,Arkansas,OFF-BI-10000829,Binders,17.96,4,0,8.2616
CA-2014-111500,8/17/2014,DJ-13510,Corporate,Little Rock,Arkansas,OFF-FA-10002676,Fasteners,12.67,7,0,4.5612
CA-2014-111500,8/17/2014,DJ-13510,Corporate,Little Rock,Arkansas,TEC-AC-10000844,Accessories,339.96,4,0,122.3856
US-2017-117723,8/15/2017,DL-13495,Corporate,Philadelphia,Pennsylvania,OFF-ST-10004459,Storage,1801.632,6,0.2,-337.806
CA-2015-143238,09-06-2015,LO-17170,Corporate,La Quinta,California,TEC-AC-10003499,Accessories,46.32,4,0,18.0648
CA-2015-168746,1/27/2015,SV-20365,Consumer,Cleveland,Ohio,FUR-CH-10000513,Chairs,181.986,2,0.3,-54.5958
CA-2015-168746,1/27/2015,SV-20365,Consumer,Cleveland,Ohio,TEC-PH-10000895,Phones,431.976,4,0.4,-100.7944
CA-2015-168746,1/27/2015,SV-20365,Consumer,Cleveland,Ohio,TEC-PH-10002555,Phones,155.37,1,0.4,-36.253
CA-2015-113404,7/16/2015,EM-13810,Corporate,San Francisco,California,FUR-CH-10003312,Chairs,1348.704,6,0.2,-219.1644
CA-2015-113404,7/16/2015,EM-13810,Corporate,San Francisco,California,FUR-CH-10004086,Chairs,700.152,3,0.2,78.7671
CA-2016-144792,4/30/2016,KD-16615,Corporate,Scottsdale,Arizona,FUR-FU-10002759,Furnishings,111.888,7,0.2,22.3776
CA-2014-164385,9/26/2014,NB-18580,Corporate,Philadelphia,Pennsylvania,OFF-AP-10002191,Appliances,143.952,3,0.2,14.3952
US-2016-114174,09-08-2016,AP-10720,Home Office,Malden,Massachusetts,FUR-BO-10003450,Bookcases,173.94,3,0,13.9152
US-2016-114174,09-08-2016,AP-10720,Home Office,Malden,Massachusetts,OFF-LA-10000248,Labels,14.76,4,0,6.9372
CA-2017-108070,4/16/2017,JE-15745,Consumer,San Jose,California,OFF-ST-10004804,Storage,205.92,4,0,2.0592
CA-2017-108070,4/16/2017,JE-15745,Consumer,San Jose,California,FUR-BO-10001337,Bookcases,102.833,1,0.15,-6.049
US-2015-128090,8/16/2015,JM-15865,Consumer,Phoenix,Arizona,OFF-AR-10002255,Art,2.304,1,0.2,0.2592
US-2015-128090,8/16/2015,JM-15865,Consumer,Phoenix,Arizona,TEC-PH-10002624,Phones,1879.96,5,0.2,211.4955
US-2015-128090,8/16/2015,JM-15865,Consumer,Phoenix,Arizona,OFF-PA-10001878,Paper,313.024,8,0.2,105.6456
US-2015-128090,8/16/2015,JM-15865,Consumer,Phoenix,Arizona,OFF-LA-10000452,Labels,5.04,2,0.2,1.764
CA-2017-101042,11/19/2017,AB-10105,Consumer,Henderson,Kentucky,FUR-FU-10004665,Furnishings,821.88,6,0,213.6888
CA-2017-101042,11/19/2017,AB-10105,Consumer,Henderson,Kentucky,OFF-BI-10000088,Binders,21.96,2,0,10.7604
CA-2016-155439,9/14/2016,PN-18775,Home Office,Columbia,South Carolina,OFF-PA-10000029,Paper,25.92,4,0,12.4416
CA-2016-118626,8/15/2016,JC-15775,Consumer,Tallahassee,Florida,TEC-PH-10000369,Phones,705.544,7,0.2,70.5544
CA-2015-111458,9/26/2015,PF-19165,Consumer,New York City,New York,TEC-AC-10001590,Accessories,50,2,0,12
US-2016-126844,10-08-2016,BW-11110,Corporate,Houston,Texas,FUR-FU-10004909,Furnishings,51.712,8,0.6,-32.32
US-2015-112508,3/24/2015,BP-11185,Corporate,Coral Springs,Florida,OFF-AP-10002287,Appliances,6.992,2,0.2,0.5244
CA-2015-147788,5/31/2015,TM-21010,Consumer,Orem,Utah,FUR-BO-10004357,Bookcases,1406.86,7,0,140.686
CA-2015-147788,5/31/2015,TM-21010,Consumer,Orem,Utah,OFF-LA-10003766,Labels,15.75,5,0,7.56
CA-2015-147788,5/31/2015,TM-21010,Consumer,Orem,Utah,OFF-ST-10000046,Storage,323.1,2,0,61.389
CA-2015-144288,12/25/2015,MB-17305,Consumer,Nashville,Tennessee,OFF-LA-10003190,Labels,9.216,4,0.2,3.3408
CA-2015-144288,12/25/2015,MB-17305,Consumer,Nashville,Tennessee,OFF-PA-10002787,Paper,10.368,2,0.2,3.6288
CA-2015-110632,3/17/2015,HR-14830,Corporate,New York City,New York,TEC-AC-10000387,Accessories,15.02,1,0,2.7036
CA-2015-110632,3/17/2015,HR-14830,Corporate,New York City,New York,OFF-ST-10001291,Storage,33.82,2,0,9.1314
CA-2017-109589,12/21/2017,BD-11635,Consumer,Bowling Green,Kentucky,TEC-AC-10003116,Accessories,71,4,0,27.69
CA-2017-123967,11-01-2017,SF-20200,Consumer,Bellingham,Washington,OFF-BI-10001308,Binders,25.12,5,0.2,7.85
CA-2017-123967,11-01-2017,SF-20200,Consumer,Bellingham,Washington,FUR-TA-10003954,Tables,2665.62,9,0,239.9058
CA-2017-148929,09-07-2017,SP-20620,Corporate,New York City,New York,OFF-ST-10003282,Storage,478.08,8,0,133.8624
CA-2017-134404,12/27/2017,DR-12880,Corporate,Newark,Ohio,TEC-PH-10000576,Phones,164.388,2,0.4,-35.6174
CA-2017-134404,12/27/2017,DR-12880,Corporate,Newark,Ohio,OFF-AR-10004441,Art,13.248,4,0.2,3.6432
CA-2017-109778,7/16/2017,VM-21685,Home Office,Woodstock,Illinois,OFF-AR-10003759,Art,2.912,2,0.2,0.91
CA-2016-155845,08-12-2016,CM-12235,Consumer,Carrollton,Texas,TEC-AC-10004145,Accessories,1399.944,7,0.2,52.4979
CA-2017-145128,07-09-2017,SM-20320,Home Office,Lafayette,Indiana,FUR-FU-10000293,Furnishings,526.45,5,0,31.587
CA-2014-129091,11/22/2014,RA-19885,Corporate,Columbus,Georgia,OFF-EN-10004955,Envelopes,16.23,3,0,7.9527
CA-2014-129091,11/22/2014,RA-19885,Corporate,Columbus,Georgia,OFF-BI-10001071,Binders,319.9,5,0,156.751
CA-2014-129091,11/22/2014,RA-19885,Corporate,Columbus,Georgia,OFF-EN-10001990,Envelopes,11.36,2,0,5.3392
CA-2014-129091,11/22/2014,RA-19885,Corporate,Columbus,Georgia,OFF-AP-10002734,Appliances,675.12,3,0,290.3016
US-2014-155502,1/26/2014,SD-20485,Home Office,Alexandria,Virginia,FUR-FU-10004587,Furnishings,62.82,3,0,30.7818
US-2014-155502,1/26/2014,SD-20485,Home Office,Alexandria,Virginia,OFF-ST-10004337,Storage,489.92,8,0,0
US-2014-155502,1/26/2014,SD-20485,Home Office,Alexandria,Virginia,OFF-PA-10003072,Paper,19.44,3,0,9.3312
US-2014-155502,1/26/2014,SD-20485,Home Office,Alexandria,Virginia,OFF-PA-10000380,Paper,16.68,2,0,8.34
US-2014-155502,1/26/2014,SD-20485,Home Office,Alexandria,Virginia,TEC-PH-10004833,Phones,155.35,13,0,0
US-2014-155502,1/26/2014,SD-20485,Home Office,Alexandria,Virginia,FUR-FU-10001847,Furnishings,12.42,3,0,4.4712
US-2014-155502,1/26/2014,SD-20485,Home Office,Alexandria,Virginia,TEC-PH-10002103,Phones,187.98,2,0,52.6344
CA-2015-121041,11-03-2015,CS-12250,Corporate,Haltom City,Texas,OFF-EN-10001137,Envelopes,6.608,2,0.2,2.1476
CA-2017-131695,6/30/2017,RA-19285,Consumer,New York City,New York,OFF-ST-10001476,Storage,248.57,7,0,67.1139
CA-2017-131695,6/30/2017,RA-19285,Consumer,New York City,New York,FUR-FU-10002045,Furnishings,22.23,1,0,9.7812
CA-2016-137729,05-05-2016,BF-11005,Home Office,Los Angeles,California,OFF-ST-10001505,Storage,5.98,1,0,1.0166
CA-2016-137729,05-05-2016,BF-11005,Home Office,Los Angeles,California,TEC-PH-10001433,Phones,246.168,3,0.2,21.5397
US-2016-115455,09-08-2016,SE-20110,Consumer,Wheeling,Illinois,FUR-FU-10004671,Furnishings,14.136,2,0.6,-7.7748
US-2016-115455,09-08-2016,SE-20110,Consumer,Wheeling,Illinois,FUR-TA-10003569,Tables,601.47,3,0.5,-300.735
CA-2017-128300,11/24/2017,RS-19765,Corporate,Summerville,South Carolina,TEC-PH-10002807,Phones,79.1,2,0,39.55
CA-2017-128300,11/24/2017,RS-19765,Corporate,Summerville,South Carolina,OFF-BI-10001597,Binders,327.84,8,0,157.3632
CA-2017-149048,5/13/2017,BM-11650,Corporate,Columbus,Indiana,OFF-EN-10003296,Envelopes,180.96,2,0,81.432
CA-2017-149048,5/13/2017,BM-11650,Corporate,Columbus,Indiana,OFF-BI-10004632,Binders,914.97,3,0,411.7365
CA-2017-149048,5/13/2017,BM-11650,Corporate,Columbus,Indiana,TEC-PH-10002310,Phones,587.97,3,0,158.7519
CA-2017-149048,5/13/2017,BM-11650,Corporate,Columbus,Indiana,OFF-ST-10000078,Storage,530.34,2,0,95.4612
CA-2017-149048,5/13/2017,BM-11650,Corporate,Columbus,Indiana,OFF-PA-10001752,Paper,14.94,3,0,7.3206
CA-2017-108553,4/23/2017,SK-19990,Consumer,New York City,New York,OFF-AP-10000026,Appliances,121.94,2,0,35.3626
CA-2017-108553,4/23/2017,SK-19990,Consumer,New York City,New York,OFF-SU-10002573,Supplies,122.71,7,0,36.813
CA-2016-165848,06-04-2016,EN-13780,Consumer,New York City,New York,OFF-PA-10000349,Paper,14.94,3,0,7.0218
CA-2016-165848,06-04-2016,EN-13780,Consumer,New York City,New York,TEC-MA-10003356,Machines,1349.85,3,0,364.4595
CA-2016-165848,06-04-2016,EN-13780,Consumer,New York City,New York,FUR-BO-10000362,Bookcases,136.784,1,0.2,5.1294
CA-2016-165848,06-04-2016,EN-13780,Consumer,New York City,New York,FUR-FU-10003878,Furnishings,61.12,4,0,20.7808
CA-2014-112718,12/16/2014,KN-16450,Corporate,Jacksonville,Florida,OFF-BI-10000591,Binders,1.167,1,0.7,-0.8558
CA-2016-154053,03-04-2016,MG-17890,Home Office,San Diego,California,OFF-AR-10003727,Art,16.99,1,0,4.9271
CA-2014-127446,11/25/2014,MC-17590,Corporate,Arlington,Texas,TEC-AC-10001635,Accessories,24.672,3,0.2,0
CA-2014-127446,11/25/2014,MC-17590,Corporate,Arlington,Texas,OFF-LA-10001317,Labels,2.52,1,0.2,0.882
CA-2014-127446,11/25/2014,MC-17590,Corporate,Arlington,Texas,FUR-TA-10000577,Tables,1218.735,5,0.3,-121.8735
CA-2014-127446,11/25/2014,MC-17590,Corporate,Arlington,Texas,OFF-LA-10000248,Labels,5.904,2,0.2,1.9926
CA-2014-127446,11/25/2014,MC-17590,Corporate,Arlington,Texas,OFF-PA-10000955,Paper,15.696,3,0.2,5.1012
CA-2014-127446,11/25/2014,MC-17590,Corporate,Arlington,Texas,FUR-FU-10000221,Furnishings,6.096,3,0.6,-3.9624
CA-2016-137204,4/28/2016,BO-11350,Corporate,Los Angeles,California,FUR-CH-10002304,Chairs,41.568,2,0.2,2.598
CA-2014-147298,4/26/2014,AG-10300,Corporate,Los Angeles,California,FUR-CH-10004886,Chairs,230.28,3,0.2,23.028
CA-2014-147298,4/26/2014,AG-10300,Corporate,Los Angeles,California,OFF-BI-10001525,Binders,18.288,6,0.2,5.715
CA-2017-147942,04-01-2017,MS-17365,Consumer,San Francisco,California,OFF-LA-10003663,Labels,5.78,2,0,2.7166
CA-2017-147942,04-01-2017,MS-17365,Consumer,San Francisco,California,OFF-BI-10001294,Binders,121.68,13,0.2,38.025
CA-2017-115931,12/22/2017,JM-15655,Corporate,Carlsbad,New Mexico,OFF-AR-10000369,Art,4.17,3,0,1.0842
CA-2017-115931,12/22/2017,JM-15655,Corporate,Carlsbad,New Mexico,TEC-PH-10001300,Phones,67.04,4,0.2,6.704
CA-2017-115931,12/22/2017,JM-15655,Corporate,Carlsbad,New Mexico,OFF-ST-10000876,Storage,37.32,3,0,10.4496
CA-2017-115931,12/22/2017,JM-15655,Corporate,Carlsbad,New Mexico,OFF-LA-10001404,Labels,18.45,5,0,8.6715
CA-2014-164861,12-03-2014,MC-17635,Corporate,Saint Louis,Missouri,OFF-PA-10001972,Paper,25.92,4,0,12.4416
CA-2017-127180,10/22/2017,TA-21385,Home Office,New York City,New York,TEC-CO-10004722,Copiers,11199.968,4,0.2,3919.9888
CA-2017-127180,10/22/2017,TA-21385,Home Office,New York City,New York,TEC-PH-10001494,Phones,2399.6,8,0,647.892
CA-2017-127180,10/22/2017,TA-21385,Home Office,New York City,New York,OFF-EN-10002500,Envelopes,63.9,5,0,28.755
CA-2017-127180,10/22/2017,TA-21385,Home Office,New York City,New York,TEC-PH-10003800,Phones,52.99,1,0,0.5299
US-2017-165344,11/13/2017,SB-20290,Corporate,Springfield,Ohio,TEC-AC-10002399,Accessories,60.864,4,0.2,9.1296
US-2017-165344,11/13/2017,SB-20290,Corporate,Springfield,Ohio,TEC-MA-10002210,Machines,652.995,7,0.7,-935.9595
US-2017-165344,11/13/2017,SB-20290,Corporate,Springfield,Ohio,OFF-BI-10003196,Binders,11.22,10,0.7,-7.48
CA-2015-168186,09-10-2015,AB-10150,Consumer,Tulsa,Oklahoma,OFF-PA-10000477,Paper,14.94,3,0,7.0218
US-2017-110604,5/15/2017,JF-15295,Consumer,Seattle,Washington,FUR-FU-10000076,Furnishings,39.96,2,0,17.1828
US-2017-110604,5/15/2017,JF-15295,Consumer,Seattle,Washington,FUR-CH-10002017,Chairs,42.624,2,0.2,4.2624
US-2017-110604,5/15/2017,JF-15295,Consumer,Seattle,Washington,FUR-CH-10004287,Chairs,220.96,1,0.2,24.858
CA-2015-116750,07-05-2015,BF-10975,Corporate,Fayetteville,North Carolina,FUR-FU-10003829,Furnishings,4.928,2,0.2,0.7392
CA-2015-116750,07-05-2015,BF-10975,Corporate,Fayetteville,North Carolina,OFF-BI-10004728,Binders,7.23,5,0.7,-5.784
CA-2015-162369,8/15/2015,TT-21265,Corporate,Los Angeles,California,OFF-ST-10000046,Storage,323.1,2,0,61.389
CA-2017-108441,06-12-2017,SB-20170,Consumer,New York City,New York,OFF-PA-10000697,Paper,19.04,4,0,9.3296
CA-2017-108441,06-12-2017,SB-20170,Consumer,New York City,New York,OFF-BI-10000848,Binders,13.128,3,0.2,4.2666
CA-2017-108441,06-12-2017,SB-20170,Consumer,New York City,New York,OFF-AR-10004691,Art,64.14,3,0,16.6764
CA-2017-108441,06-12-2017,SB-20170,Consumer,New York City,New York,FUR-CH-10000595,Chairs,858.24,4,0.1,143.04
CA-2015-169740,2/20/2015,LM-17065,Consumer,Hot Springs,Arkansas,TEC-AC-10000927,Accessories,29.99,1,0,2.999
CA-2016-124051,12/29/2016,KA-16525,Consumer,Aurora,Illinois,OFF-PA-10001289,Paper,186.048,6,0.2,67.4424
CA-2016-149111,4/17/2016,BF-11170,Home Office,Raleigh,North Carolina,TEC-PH-10003092,Phones,36.792,1,0.2,4.1391
CA-2016-149111,4/17/2016,BF-11170,Home Office,Raleigh,North Carolina,FUR-FU-10000206,Furnishings,18.624,8,0.2,6.2856
CA-2014-131002,09-07-2014,TB-21400,Consumer,Tulsa,Oklahoma,FUR-FU-10004270,Furnishings,57.69,3,0,23.6529
CA-2014-131002,09-07-2014,TB-21400,Consumer,Tulsa,Oklahoma,OFF-BI-10000948,Binders,42.81,3,0,20.1207
CA-2014-131002,09-07-2014,TB-21400,Consumer,Tulsa,Oklahoma,OFF-PA-10000223,Paper,12.96,2,0,6.2208
CA-2014-131002,09-07-2014,TB-21400,Consumer,Tulsa,Oklahoma,FUR-FU-10004665,Furnishings,821.88,6,0,213.6888
CA-2014-131002,09-07-2014,TB-21400,Consumer,Tulsa,Oklahoma,TEC-PH-10000215,Phones,104.85,3,0,28.3095
US-2016-146794,9/26/2016,SH-19975,Corporate,Hesperia,California,FUR-BO-10004467,Bookcases,424.9575,5,0.15,19.998
CA-2017-112515,9/17/2017,AS-10225,Corporate,Provo,Utah,OFF-BI-10000829,Binders,10.776,3,0.2,3.5022
CA-2017-112515,9/17/2017,AS-10225,Corporate,Provo,Utah,OFF-BI-10003712,Binders,11.784,3,0.2,4.2717
CA-2017-112515,9/17/2017,AS-10225,Corporate,Provo,Utah,OFF-PA-10000062,Paper,164.88,3,0,80.7912
CA-2017-112515,9/17/2017,AS-10225,Corporate,Provo,Utah,FUR-BO-10003404,Bookcases,1292.94,3,0,77.5764
CA-2017-112515,9/17/2017,AS-10225,Corporate,Provo,Utah,OFF-BI-10004233,Binders,25.584,2,0.2,8.9544
CA-2017-112515,9/17/2017,AS-10225,Corporate,Provo,Utah,OFF-ST-10001272,Storage,261.74,2,0,65.435
CA-2017-112515,9/17/2017,AS-10225,Corporate,Provo,Utah,OFF-LA-10001175,Labels,14.4,5,0,7.056
CA-2016-150343,8/16/2016,PK-19075,Consumer,San Francisco,California,OFF-EN-10004030,Envelopes,10.86,3,0,5.1042
CA-2015-135538,12/24/2015,HR-14830,Corporate,Gilbert,Arizona,FUR-CH-10004287,Chairs,883.84,4,0.2,99.432
CA-2017-123372,11/28/2017,DG-13300,Corporate,New York City,New York,TEC-PH-10002834,Phones,1979.89,11,0,494.9725
CA-2017-123372,11/28/2017,DG-13300,Corporate,New York City,New York,OFF-EN-10003055,Envelopes,79.96,2,0,35.982
CA-2017-159604,4/14/2017,CL-12700,Home Office,Springfield,Missouri,OFF-BI-10003460,Binders,8.76,2,0,4.2048
CA-2016-164784,05-01-2016,HF-14995,Consumer,Memphis,Tennessee,OFF-LA-10001569,Labels,3.984,1,0.2,1.2948
CA-2016-164784,05-01-2016,HF-14995,Consumer,Memphis,Tennessee,FUR-TA-10004534,Tables,370.62,3,0.4,-142.071
CA-2016-164784,05-01-2016,HF-14995,Consumer,Memphis,Tennessee,OFF-BI-10002954,Binders,2.742,2,0.7,-2.0108
CA-2016-111794,10-01-2016,HG-15025,Consumer,Amarillo,Texas,TEC-AC-10003832,Accessories,79.512,3,0.2,20.8719
CA-2016-111794,10-01-2016,HG-15025,Consumer,Amarillo,Texas,OFF-PA-10000474,Paper,28.352,1,0.2,9.5688
US-2015-139759,8/25/2015,NL-18310,Home Office,Los Angeles,California,FUR-CH-10002774,Chairs,40.784,1,0.2,4.5882
US-2015-139759,8/25/2015,NL-18310,Home Office,Los Angeles,California,OFF-AP-10002765,Appliances,105.96,4,0,29.6688
CA-2014-126403,09-09-2014,RR-19525,Corporate,Lowell,Massachusetts,OFF-PA-10001144,Paper,166.44,3,0,79.8912
CA-2014-126403,09-09-2014,RR-19525,Corporate,Lowell,Massachusetts,FUR-CH-10003761,Chairs,785.88,6,0,212.1876
CA-2014-126403,09-09-2014,RR-19525,Corporate,Lowell,Massachusetts,OFF-PA-10004665,Paper,26.2,2,0,12.838
CA-2014-126403,09-09-2014,RR-19525,Corporate,Lowell,Massachusetts,OFF-ST-10000078,Storage,1325.85,5,0,238.653
CA-2017-136875,12-03-2017,TC-21295,Consumer,San Diego,California,OFF-PA-10000357,Paper,166.44,3,0,79.8912
CA-2017-132185,11/27/2017,DB-13615,Consumer,Asheville,North Carolina,OFF-AR-10000422,Art,8.76,5,0.2,0.7665
CA-2017-132185,11/27/2017,DB-13615,Consumer,Asheville,North Carolina,OFF-AP-10001205,Appliances,43.584,1,0.2,4.3584
US-2014-160780,6/21/2014,SV-20785,Consumer,Pueblo,Colorado,OFF-BI-10001116,Binders,11.088,7,0.7,-8.1312
US-2014-160780,6/21/2014,SV-20785,Consumer,Pueblo,Colorado,OFF-BI-10002931,Binders,25.164,2,0.7,-16.776
CA-2017-127026,1/21/2017,MH-18115,Home Office,Jackson,Michigan,OFF-BI-10000546,Binders,14.4,5,0,7.056
CA-2017-127026,1/21/2017,MH-18115,Home Office,Jackson,Michigan,TEC-AC-10002049,Accessories,619.95,5,0,111.591
CA-2017-127026,1/21/2017,MH-18115,Home Office,Jackson,Michigan,OFF-BI-10001196,Binders,89.52,4,0,42.0744
CA-2017-127026,1/21/2017,MH-18115,Home Office,Jackson,Michigan,TEC-MA-10002981,Machines,350.973,3,0.1,152.0883
CA-2017-127026,1/21/2017,MH-18115,Home Office,Jackson,Michigan,TEC-PH-10003601,Phones,164.99,1,0,49.497
CA-2017-137085,6/29/2017,CT-11995,Consumer,Los Angeles,California,OFF-BI-10000632,Binders,312.552,9,0.2,101.5794
CA-2016-133123,09-06-2016,KB-16315,Consumer,Thomasville,North Carolina,OFF-EN-10003055,Envelopes,95.952,3,0.2,29.985
CA-2016-133123,09-06-2016,KB-16315,Consumer,Thomasville,North Carolina,OFF-BI-10001031,Binders,3.204,2,0.7,-2.4564
US-2016-128195,08-04-2016,RA-19285,Consumer,Peoria,Illinois,OFF-BI-10002003,Binders,3.98,5,0.8,-6.567
CA-2015-153220,11-12-2015,YC-21895,Corporate,Los Angeles,California,OFF-PA-10003016,Paper,15.7,5,0,7.065
CA-2014-123064,6/30/2014,RA-19915,Consumer,Chicago,Illinois,OFF-AR-10004582,Art,5.248,4,0.2,1.64
CA-2017-156412,12-04-2017,CM-12160,Consumer,Philadelphia,Pennsylvania,OFF-BI-10004364,Binders,5.346,3,0.7,-4.455
US-2016-144211,8/28/2016,CS-12130,Consumer,Englewood,Colorado,OFF-PA-10002246,Paper,15.48,3,0.2,5.6115
US-2016-144211,8/28/2016,CS-12130,Consumer,Englewood,Colorado,TEC-PH-10002890,Phones,108.576,3,0.2,8.1432
CA-2016-138079,1/22/2016,AJ-10795,Corporate,Seattle,Washington,FUR-FU-10001475,Furnishings,109.9,5,0,37.366
CA-2014-143182,10/15/2014,DL-12865,Consumer,Hialeah,Florida,FUR-FU-10004270,Furnishings,15.384,1,0.2,4.0383
CA-2016-161662,02-07-2016,BE-11410,Consumer,Lancaster,Ohio,OFF-PA-10003465,Paper,30.352,2,0.2,10.6232
CA-2014-145317,3/18/2014,SM-20320,Home Office,Jacksonville,Florida,TEC-MA-10003626,Machines,821.3,4,0.5,-16.426
CA-2014-145317,3/18/2014,SM-20320,Home Office,Jacksonville,Florida,TEC-MA-10002412,Machines,22638.48,6,0.5,-1811.0784
CA-2014-145317,3/18/2014,SM-20320,Home Office,Jacksonville,Florida,OFF-PA-10001804,Paper,21.376,4,0.2,7.4816
CA-2014-145317,3/18/2014,SM-20320,Home Office,Jacksonville,Florida,OFF-AR-10003183,Art,8.016,3,0.2,1.002
CA-2014-145317,3/18/2014,SM-20320,Home Office,Jacksonville,Florida,FUR-FU-10004270,Furnishings,30.768,2,0.2,8.0766
CA-2014-145317,3/18/2014,SM-20320,Home Office,Jacksonville,Florida,OFF-FA-10003112,Fasteners,18.936,3,0.2,5.9175
CA-2014-145317,3/18/2014,SM-20320,Home Office,Jacksonville,Florida,FUR-FU-10001986,Furnishings,122.352,3,0.2,15.294
CA-2014-143413,5/24/2014,RP-19390,Consumer,Baltimore,Maryland,OFF-PA-10002319,Paper,116.28,3,0,56.9772
CA-2017-156818,07-11-2017,JD-16015,Consumer,New York City,New York,TEC-AC-10002323,Accessories,132.6,6,0,17.238
CA-2017-155873,6/16/2017,AB-10255,Home Office,Carlsbad,New Mexico,OFF-SU-10001165,Supplies,16.68,2,0,4.3368
CA-2017-155873,6/16/2017,AB-10255,Home Office,Carlsbad,New Mexico,OFF-PA-10001246,Paper,19.44,3,0,9.3312
CA-2017-155873,6/16/2017,AB-10255,Home Office,Carlsbad,New Mexico,OFF-PA-10001815,Paper,192.16,4,0,92.2368
CA-2015-121797,1/30/2015,CC-12145,Consumer,Los Angeles,California,FUR-FU-10001876,Furnishings,227.36,7,0,81.8496
CA-2015-121797,1/30/2015,CC-12145,Consumer,Los Angeles,California,TEC-MA-10000488,Machines,1919.976,3,0.2,215.9973
US-2015-120572,12-11-2015,GH-14425,Consumer,Jacksonville,Florida,OFF-BI-10001098,Binders,12.828,2,0.7,-8.9796
CA-2017-132430,10-09-2017,CP-12085,Corporate,Lakewood,Ohio,FUR-FU-10003577,Furnishings,45.888,4,0.2,9.1776
CA-2017-146031,7/29/2017,GM-14440,Consumer,Troy,New York,OFF-AR-10002656,Art,60.12,9,0,22.2444
CA-2014-110100,4/25/2014,LC-16885,Consumer,Wilmington,North Carolina,TEC-PH-10004531,Phones,302.376,3,0.2,37.797
CA-2015-103723,12-01-2015,BT-11305,Home Office,Seattle,Washington,OFF-AR-10003251,Art,13.9,5,0,5.56
